name,April,February,January,June,March,May
Edwin Richardson,3,3,0,1,3,0
Edwin Smith,0,5,4,4,5,3
Eileen Galvan,0,2,3,1,2,2
Eileen Johnson,3,1,2,3,2,2
Eileen Maddox,2,2,2,2,2,3
Elaine Miller,1,1,2,1,2,1
Elijah Collins,1,1,0,0,0,2
Elijah Forbes,1,1,0,1,2,3
Elijah Harper,1,1,3,0,0,1
Elijah Pennington,0,3,1,2,1,1
Elijah Underwood,0,2,0,2,0,2
Elijah Wright,2,1,3,1,0,0
Elizabeth Acosta,1,0,2,3,2,3
Elizabeth Allen,3,4,2,2,2,0
Elizabeth Archer,2,0,0,0,3,1
Elizabeth Austin,0,2,1,1,0,2
Elizabeth Banks,0,0,0,0,2,1
Elizabeth Barnes,2,2,2,0,3,3
Elizabeth Barry,0,1,0,0,0,3
Elizabeth Bradley,0,2,1,2,0,0
Elizabeth Cannon,2,0,2,1,2,3
Elizabeth Carr,1,3,3,0,0,2
Elizabeth Carter,2,0,0,1,2,1
Elizabeth Clay,0,0,0,1,2,0
Elizabeth Collins,2,2,1,3,0,0
Elizabeth Cox,2,2,3,3,3,3
Elizabeth Delacruz,2,2,3,1,3,2
Elizabeth Diaz,0,3,0,1,1,1
Elizabeth Edwards,1,2,0,2,2,2
Elizabeth Erickson,3,0,1,0,0,0
Elizabeth Evans,0,0,0,2,1,0
Elizabeth Flores,3,3,1,2,3,2
Elizabeth Fuentes PhD,1,3,2,0,1,0
Elizabeth Garcia,3,0,3,2,0,2
Elizabeth Gomez,3,3,3,2,2,1
Elizabeth Gonzalez,2,6,1,4,2,3
Elizabeth Hall,3,1,0,2,2,3
Elizabeth Hansen,0,1,2,0,1,3
Elizabeth Harris,2,3,2,3,2,0
Elizabeth Holt,0,3,3,2,2,2
Elizabeth Howard,0,1,0,0,1,3
Elizabeth Jackson,3,1,0,3,0,0
Elizabeth Johnson,5,1,5,6,2,2
Elizabeth Jones,2,3,1,1,3,3
Elizabeth Kim,1,2,1,0,2,3
Elizabeth Lambert MD,1,2,1,1,2,3
Elizabeth Lawrence,2,3,3,3,1,1
Elizabeth Lee,2,3,1,2,3,0
Elizabeth Martinez,3,0,1,0,3,2
Elizabeth Mckinney,2,0,1,3,0,1
Elizabeth Mcmahon,2,0,2,0,1,0
Elizabeth Meadows,0,3,1,2,0,0
Elizabeth Murray,3,2,0,2,0,0
Elizabeth Nelson,0,2,3,2,3,0
Elizabeth Padilla,3,2,0,1,0,1
Elizabeth Peterson,0,3,2,2,1,3
Elizabeth Randolph,0,0,3,1,0,2
Elizabeth Reed,0,3,0,2,1,0
Elizabeth Richardson,0,1,2,0,0,3
Elizabeth Richmond,0,1,0,3,1,1
Elizabeth Rivas,0,1,0,0,2,2
Elizabeth Rogers,0,0,3,3,0,0
Elizabeth Rojas,3,5,3,2,3,3
Elizabeth Roth,1,1,2,0,0,0
Elizabeth Sandoval,2,1,2,3,2,2
Elizabeth Sharp,2,3,2,0,2,0
Elizabeth Sherman,0,0,3,2,0,3
Elizabeth Silva,0,2,3,2,1,2
Elizabeth Snyder,1,1,2,3,3,0
Elizabeth Stewart,2,2,0,3,3,1
Elizabeth Sullivan,6,5,4,5,3,4
Elizabeth Tanner,1,1,3,3,3,2
Elizabeth Torres,0,3,0,0,0,2
Elizabeth Tran,2,0,0,2,3,3
Elizabeth Trujillo,0,1,3,3,2,2
Elizabeth Vega,1,3,1,2,3,0
Elizabeth Werner,1,3,3,2,2,0
Elizabeth Zamora,2,3,2,1,2,1
Ellen Alexander,1,3,2,0,3,2
Ellen Hodge,0,0,1,0,0,2
Ellen Reed,3,1,0,2,3,3
Ellen Smith,2,1,0,3,3,3
Emily Anderson,1,0,2,2,1,0
Emily Beard,0,3,1,3,2,0
Emily Benton,0,0,2,1,3,2
Emily Boyd,2,1,3,1,0,2
Emily Bradford,3,1,2,2,2,1
Emily Brandt,2,2,2,3,1,2
Emily Carter,0,3,2,3,3,0
Emily Dixon,0,2,3,2,0,2
Emily Evans,0,3,1,2,3,0
Emily Foster,0,1,3,0,3,1
Emily Frye,0,0,2,2,1,3
Emily Gilbert,0,2,1,3,5,4
Emily Green,1,3,1,0,1,3
Emily Hawkins,3,2,0,2,3,3
Emily Henry,1,3,2,0,1,2
Emily Jenkins,2,2,2,1,1,2
Emily Martin,2,1,0,3,2,3
Emily Melton,2,3,3,2,3,3
Emily Miller,2,3,3,3,2,3
Emily Porter,2,2,0,1,1,1
Emily Roberts,3,3,2,3,2,3
Emily Robinson,2,2,2,1,6,2
Emily Schneider,0,3,3,2,2,2
Emily Smith DDS,3,1,3,3,3,2
Emily Torres,3,3,1,2,2,3
Emily Walker,2,0,1,2,3,2
Emily Watkins,3,3,3,1,1,0
Emily Weaver,2,2,3,2,0,1
Emily Wells,2,2,3,0,1,3
Emily Willis,2,0,0,3,1,1
Emily Wilson,2,3,0,2,0,0
Emma Edwards,2,2,3,2,3,2
Emma Garza,1,3,2,0,2,0
Emma Martin,3,3,0,2,2,3
Emma Tucker,3,3,0,3,2,3
Eric Anderson,3,3,3,3,0,1
Eric Ayala,2,1,2,1,1,2
Eric Bishop,0,3,3,0,0,2
Eric Burch,3,0,0,2,2,1
Eric Castillo,0,0,0,2,2,1
Eric Chandler III,2,1,3,2,0,0
Eric Davis,3,0,3,1,0,1
Eric Faulkner,3,3,3,1,3,2
Eric Freeman,3,1,1,1,0,2
Eric Garcia,1,1,3,0,0,0
Eric Garrison,2,3,2,3,2,0
Eric Gonzalez,0,2,2,2,3,3
Eric Gordon,1,2,3,0,1,3
Eric Guerrero,3,2,3,1,1,0
Eric Harding,3,1,2,0,3,2
Eric Harris,1,0,2,3,0,0
Eric Harvey,2,2,1,3,1,1
Eric Hickman,3,0,2,1,1,0
Eric Johnson,3,0,2,0,2,2
Eric Kelly,2,1,2,2,2,2
Eric Key,1,2,0,3,0,0
Eric Khan,1,2,1,3,3,3
Eric Kline,0,0,1,1,2,3
Eric Lindsey,1,2,2,1,2,0
Eric Martin,0,0,1,4,5,5
Eric Martinez,1,2,0,3,0,0
Eric Mitchell,3,1,0,0,2,0
Eric Moss,1,3,3,1,2,2
Eric Nelson,3,3,0,2,3,0
Eric Odom,0,2,2,1,3,0
Eric Peterson,3,1,2,2,3,1
Eric Rice,0,3,0,3,3,1
Eric Roberts,3,3,0,1,3,0
Eric Robertson,0,3,0,3,5,2
Eric Simmons,0,2,2,3,1,2
Eric Stevens,2,2,0,0,0,1
Eric Sweeney,1,0,1,2,1,0
Eric Taylor,2,2,3,0,3,3
Eric Torres,2,0,2,2,0,1
Eric Villarreal,1,1,2,1,3,3
Eric Walker,2,2,2,1,1,0
Eric Walton,0,1,0,1,3,1
Eric Ware,2,2,2,0,3,3
Erica Alvarez,3,3,3,2,0,1
Erica Berry,2,2,2,1,1,1
Erica Campbell,3,3,3,3,0,1
Erica Donovan,0,2,1,3,3,1
Erica Floyd,1,3,1,0,3,0
Erica Howard,2,2,0,2,2,2
Erica Johnson,3,0,1,3,2,1
Erica Johnston,1,0,0,1,1,1
Erica Jones,1,3,3,2,0,3
Erica Kennedy,0,2,3,2,2,2
Erica King,0,1,1,0,1,2
Erica Rice,1,3,3,0,0,1
Erica Rios,2,3,0,3,3,1
Erica Ritter,3,3,3,3,2,1
Erica Ross,2,0,2,2,2,2
Erica Stone,0,3,3,1,3,0
Erica Welch DVM,1,0,1,2,0,2
Erica White,0,3,2,3,0,3
Erik Cochran,3,0,2,1,2,1
Erik Hunter,2,3,0,2,1,0
Erik Johnson,0,1,3,2,2,3
Erik Juarez,1,3,1,2,0,0
Erik Lambert,2,1,3,2,0,3
Erik Phelps,3,3,0,3,1,1
Erik Sloan,1,1,0,1,3,2
Erik Williams,2,2,2,3,3,2
Erika Baker,0,2,2,1,1,0
Erika Cooper,2,3,1,3,1,3
Erika Ingram,0,2,2,0,3,2
Erika Martin,2,1,1,2,3,2
Erika Miller,3,2,0,0,2,2
Erika Monroe,2,1,0,1,1,0
Erin Allen,1,0,1,1,1,1
Erin Carr,3,1,1,3,2,3
Erin Craig,1,0,3,1,3,3
Erin Ferrell MD,2,3,0,0,3,1
Erin Garcia,2,0,0,1,2,3
Erin Gonzalez,0,2,3,1,2,0
Erin Gray,3,3,1,1,0,3
Erin Harper,2,0,3,0,1,2
Erin Henry,1,3,3,0,1,3
Erin Hernandez,1,0,3,0,1,2
Erin Holloway,3,1,0,1,3,0
Erin Jennings,2,0,0,1,2,1
Erin Kennedy,1,0,0,2,2,3
Erin Knight,3,1,0,2,0,2
Erin Lewis,3,1,1,1,0,1
Erin Martinez,1,2,0,2,3,3
Erin Parker,2,3,0,3,0,3
Erin Russell,1,3,3,0,2,0
Erin Singh,1,0,1,0,0,3
Erin Wright,1,1,3,3,0,2
Ernest Gay,1,3,1,0,0,2
Ernest Wolfe,2,2,2,0,1,0
Ethan Bryan,3,3,1,3,2,1
Ethan Clark,3,0,2,3,0,1
Ethan Hall,1,3,3,3,2,2
Ethan James,2,1,1,1,2,0
Ethan Morris,3,3,1,3,0,1
Eugene Anderson,0,3,2,2,3,2
Eugene Jenkins,3,0,0,3,0,1
Eugene Peterson,1,3,2,2,0,0
Evan Collins,2,0,0,1,2,0
Evan Jones,3,1,1,3,3,1
Evan Ramirez,2,3,0,2,0,3
Evan Whitehead,3,0,2,2,3,0
Evelyn Cooper,2,0,1,0,0,0
Evelyn Molina,2,1,0,2,0,2
Evelyn Murphy,0,1,1,0,1,1
Evelyn Sims,0,1,2,3,3,0
Evelyn Walls,2,3,3,0,0,3
Faith Hawkins,2,1,3,2,1,3
Felicia Coleman,1,0,0,0,1,0
Felicia Erickson,1,1,1,2,0,1
Felicia Harvey,2,2,0,2,1,3
Felicia Herman,2,1,1,2,2,2
Felicia Hicks,4,2,6,5,4,3
Felicia Hill,3,1,0,0,3,1
Felicia Jackson,0,0,2,1,1,2
Felicia Jones,1,2,1,0,0,0
Felicia Lewis,3,3,0,0,0,2
Felicia Murillo,2,0,3,3,2,2
Felicia Nelson,2,3,3,3,2,3
Felicia Patterson,3,2,1,1,0,0
Felicia Ray,3,2,0,0,0,3
Felicia Sims,1,0,0,3,2,2
Felicia Snyder,0,2,1,1,0,3
Fernando Carter,3,0,0,2,2,2
Fernando Larson,2,2,0,1,1,3
Fernando Romero,3,2,1,3,2,1
Frances Coleman,2,1,2,3,0,2
Frances Hester,0,1,2,2,3,3
Francis Bennett,2,1,1,1,3,3
Francis Ramos,2,2,2,2,0,3
Francisco Clark,2,3,1,2,3,3
Francisco Gardner,3,2,0,3,2,0
Francisco Juarez,3,0,3,1,1,2
Francisco Thomas,3,3,2,0,2,3
Frank Bailey,2,3,1,2,3,3
Frank Baxter,2,0,2,0,1,1
Frank Boyer,3,2,3,0,3,2
Frank Combs,1,0,3,0,0,2
Frank Conner,3,1,1,3,3,3
Frank Gutierrez,1,2,3,2,2,2
Frank Hutchinson,2,2,1,2,3,3
Frank Mccarthy,3,1,1,0,2,1
Frank Mueller,1,3,3,2,1,1
Frank Munoz,0,2,2,0,2,3
Frank Murphy,1,1,1,3,3,1
Frank Peterson,3,0,3,0,3,1
Frank Snow,1,2,1,0,2,3
Frank Turner,3,0,0,1,1,2
Fred White,1,2,3,1,3,2
Frederick Fry,2,1,3,3,2,3
Frederick Fuller,3,1,1,2,3,3
Frederick Holden,2,2,2,0,0,0
Gabriel Barber,1,0,0,2,2,1
Gabriel Jones,3,2,3,2,3,3
Gabriel Mejia,2,0,2,1,2,0
Gabriel Murphy,3,3,2,2,3,2
Gabriel Perez,2,3,1,1,2,3
Gabriel Reilly,3,2,1,2,3,1
Gabriel Salinas,0,3,1,1,2,0
Gabriel Taylor,0,0,2,1,2,1
Gabriela Hernandez,2,3,5,1,4,2
Gabriela Riley,3,3,1,3,3,3
Gabriela Smith,3,3,0,0,2,1
Gabriela Watson,0,0,0,0,3,3
Gabriella Ortiz,3,0,0,1,1,0
Gabrielle Braun,1,2,2,1,1,3
Gabrielle Garcia,0,0,2,0,2,2
Gabrielle Garcia MD,2,3,3,0,0,0
Gabrielle Jacobson,2,0,3,1,0,3
Gabrielle Palmer,3,1,2,0,1,0
Gabrielle Quinn,3,0,1,3,3,3
Gabrielle Robinson,0,0,3,2,3,0
Gabrielle Rodriguez,0,0,3,0,2,0
Gabrielle Rose,2,3,2,2,1,1
Gabrielle Yu,1,0,1,3,0,0
Gail Adams,0,0,3,2,3,2
Gail Schmidt,1,3,0,2,3,3
Garrett Henson,3,2,3,0,0,2
Garrett Jackson,3,3,3,1,0,3
Gary Anderson,0,0,2,3,0,1
Gary Bennett,1,2,0,1,0,1
Gary Edwards DDS,3,0,3,0,2,2
Gary Farmer,1,0,2,2,2,1
Gary Fisher,3,3,3,1,1,0
Gary King,4,5,2,4,5,2
Gary Lindsey,0,3,3,3,3,2
Gary Mccormick,1,1,1,3,3,3
Gary Mckay MD,0,0,3,0,1,1
Gary Miller,1,3,0,2,2,3
Gary Montoya,0,0,2,2,1,3
Gary Mueller,2,2,3,0,2,3
Gary Nelson,0,2,3,1,3,3
Gary Powell,3,2,2,0,3,2
Gary Richards,1,3,3,1,3,1
Gary Rose,0,0,3,2,2,1
Gary Taylor,1,0,2,1,1,1
Gary Vaughn,2,1,1,2,0,0
Gary Walton,0,0,3,2,0,1
Gary Williams,2,0,0,2,2,3
Gavin Mason,2,3,1,2,0,1
Geoffrey Cobb,2,2,3,3,1,1
Geoffrey Stein,2,0,3,1,0,2
George Baker,0,1,0,2,2,2
George Callahan,2,2,1,2,3,3
George Dunn,3,0,3,2,2,2
George Galvan,2,3,1,2,0,0
George Hall,0,2,0,1,0,2
George Holland,3,0,3,3,3,1
George Hull,1,2,2,1,0,3
George Morales,3,1,3,3,2,2
George Nelson,3,3,2,1,2,0
George Ortiz,6,1,2,5,5,3
George Parker,1,3,1,0,2,1
George Rose,2,3,1,2,1,1
George Simpson,2,0,0,3,0,1
George Stewart,0,1,2,2,0,3
George Thompson,1,1,2,1,0,0
George Wright,2,3,1,3,2,1
Gerald Castillo,3,3,3,0,1,3
Gerald Hall,0,3,2,1,2,0
Gerald Harris,2,3,3,1,2,3
Gerald Herring,2,2,3,3,0,3
Gerald Moreno,1,2,3,0,0,1
Gerald Simpson,3,1,2,2,1,2
Gerald Valencia,1,3,2,3,1,2
Gilbert Fisher,0,1,3,2,1,0
Gina Andrews,3,1,1,0,1,1
Gina Black,2,3,1,3,3,3
Gina Brown,0,1,3,3,2,3
Gina Jenkins,2,3,0,1,3,2
Gina Landry,3,2,0,1,1,1
Gina Norman,1,0,2,2,1,3
Gina Norris,0,0,0,3,2,3
Gina Perry,1,2,3,2,1,1
Gina Snyder,1,1,3,1,1,2
Gina Solomon,3,3,3,0,0,0
Gina Thomas,3,1,2,1,2,3
Gina Torres,1,1,2,3,0,3
Glen Rowe,3,0,0,2,3,3
Glenda Chambers,2,3,1,1,1,1
Glenda Jordan,0,2,3,3,1,1
Glenda Medina,0,0,0,0,3,0
Glenn Castro,3,1,0,3,0,1
Glenn Fitzpatrick,2,0,0,0,1,2
Glenn Foster,2,0,3,1,2,2
Glenn Hall,2,3,1,3,1,3
Glenn Hayes,2,1,1,3,0,2
Glenn May,2,2,2,0,1,0
Glenn Ramsey,1,3,1,0,0,2
Glenn Reed,1,3,1,0,1,1
Gloria Clark,1,1,3,2,2,1
Gloria Gross,2,2,1,3,0,1
Gloria Hartman,3,0,3,0,0,1
Gloria Rhodes,2,2,2,2,3,2
Gloria White,0,2,0,3,1,2
Gordon Allison,1,1,2,2,1,0
Grace Baker,3,2,1,1,3,0
Grace Cunningham,1,0,2,3,1,1
Grace Smith,1,1,0,2,1,2
Grant Hansen,2,3,0,3,1,2
Grant Tanner,3,2,0,0,3,0
Greg Frye,0,2,1,1,0,3
Gregg Stein,1,3,0,3,3,3
Gregg Wilson,0,1,3,3,2,1
Gregory Bush,3,0,0,3,0,2
Gregory Caldwell,1,1,1,2,0,2
Gregory Conley,1,2,0,0,1,0
Gregory Cox,0,3,2,3,0,0
Gregory Davenport,2,3,3,0,0,2
Gregory Duran,0,0,1,0,0,0
Gregory Ford,0,0,3,3,0,3
Gregory Fowler,2,0,3,2,3,2
Gregory Hansen,0,2,2,0,3,3
Gregory Harris,3,3,1,1,1,1
Gregory Henderson,3,0,3,2,3,0
Gregory Horton,0,1,1,3,3,1
Gregory Houston,0,2,3,2,3,1
Gregory Jones,1,0,3,2,3,1
Gregory Klein,0,3,0,0,2,0
Gregory Lester,3,2,1,2,1,0
Gregory Love,0,3,2,3,3,1
Gregory Lozano,2,3,2,2,2,3
Gregory Luna,3,3,3,0,2,0
Gregory Miller,1,2,1,3,0,2
Gregory Parrish,1,1,0,3,2,2
Gregory Petty,0,3,1,0,1,1
Gregory Ponce,0,2,0,2,3,2
Gregory Ramirez,1,1,1,3,3,3
Gregory Reyes,1,0,0,1,3,3
Gregory Smith,2,2,1,2,1,2
Gregory Thompson,0,3,2,1,0,2
Gregory Wilson,1,0,0,3,1,3
Gregory Wood,3,0,3,2,3,3
Guy Cook,2,0,0,2,3,2
Guy Hill,1,1,1,0,3,3
Hailey Curtis DDS,0,1,1,2,3,0
Hailey Juarez,2,2,1,2,3,1
Hailey Tran,3,0,1,3,3,3
Hailey Williams,1,0,1,1,2,3
Haley Duncan,2,3,3,1,1,2
Haley Estrada,2,0,0,2,0,1
Haley Goodwin DVM,1,0,2,2,2,0
Haley Taylor,1,2,2,1,2,3
Hannah Ballard,2,3,0,0,1,3
Hannah Barber,2,1,3,2,0,1
Hannah Brown,3,0,1,2,2,3
Hannah Gentry,3,2,2,2,3,0
Hannah Hill,1,3,3,1,0,0
Hannah Hull,3,1,2,1,1,1
Hannah Miller,1,3,1,2,2,1
Hannah Murillo,1,1,0,0,0,2
Hannah Phillips,1,2,2,1,2,2
Hannah Rodriguez,0,0,3,2,1,1
Hannah Rojas,1,2,2,3,0,3
Hannah Schmidt,3,1,3,3,2,0
Hannah Scott,1,2,3,3,1,0
Hannah Short,1,0,1,1,1,3
Hannah Thompson,2,3,0,0,3,0
Hannah Wallace,3,1,1,1,3,3
Hannah White,2,2,2,1,1,2
Hannah Wolfe,2,1,3,1,0,2
Harold Benjamin,2,0,1,2,3,2
Harold Vargas,1,1,2,0,2,3
Harry Cook,0,3,0,1,2,2
Harry Dalton,0,2,2,1,3,3
Harry Watson,2,3,1,3,0,0
Harry Winters,0,1,0,0,3,0
Hayden Hill,2,0,1,0,1,3
Hayley Smith,0,3,0,1,1,1
Heather Alexander,2,2,0,3,3,1
Heather Anderson,3,0,0,2,0,0
Heather Barnes,2,3,1,1,0,3
Heather Brennan,2,0,3,2,1,1
Heather Brooks,2,1,3,0,0,3
Heather Chavez,2,2,0,1,2,3
Heather Cunningham,0,2,0,2,0,0
Heather Davis,2,3,3,0,1,2
Heather Edwards,1,1,3,3,1,1
Heather Flores,5,4,5,3,3,0
Heather Ford,2,0,2,0,0,3
Heather Fox,3,0,1,2,3,3
Heather Garner,2,2,3,2,2,3
Heather George,0,3,0,0,0,3
Heather Gordon,3,3,1,0,2,2
Heather Guzman,3,2,1,3,0,1
Heather Harris,3,1,2,3,3,1
Heather Herrera,1,1,3,0,0,0
Heather Hoffman,2,2,0,0,2,1
Heather Jones,3,1,1,0,3,1
Heather Keller,1,2,1,3,3,1
Heather Lee,3,2,2,1,3,3
Heather Lewis,0,0,0,3,0,3
Heather Lopez,1,2,1,1,2,1
Heather Martinez,3,3,3,2,2,2
Heather Moore,0,1,3,3,2,3
Heather Morgan,0,3,1,3,0,1
Heather Oneill,2,2,0,1,3,3
Heather Osborn,2,2,0,2,2,3
Heather Parker,0,3,1,3,1,4
Heather Parsons,3,2,0,3,3,3
Heather Phillips,2,3,3,1,1,1
Heather Pierce,3,0,0,2,1,2
Heather Robbins,2,2,3,2,2,1
Heather Rodriguez,0,1,3,1,1,3
Heather Rowland,0,3,0,2,1,0
Heather Roy,3,0,0,0,0,3
Heather Sanchez,0,2,0,2,1,1
Heather Santiago,2,1,3,1,3,1
Heather Santos,3,0,3,2,0,1
Heather Shannon,0,2,1,2,3,3
Heather Smith,0,3,1,1,1,0
Heather Stevenson,2,3,2,0,3,1
Heather Stewart,2,3,2,1,1,1
Heather Vaughan,2,2,1,1,1,2
Heather White,3,2,1,1,2,1
Heather Wilson,1,3,0,2,0,0
Heather Wood,1,2,0,2,0,1
Hector Hawkins,3,0,1,2,2,2
Hector Walters,2,0,2,2,0,0
Heidi Atkins,2,3,2,0,1,1
Heidi Brown,3,1,2,0,2,2
Heidi Collins,3,3,2,1,0,1
Heidi Fletcher,2,3,2,2,1,3
Heidi Howard,0,0,3,2,2,2
Heidi Jones,3,2,2,3,3,0
Heidi Miller,1,0,1,0,2,1
Heidi Smith,0,1,1,2,1,0
Heidi Stevens,0,3,3,1,0,0
Heidi Walter,2,2,0,0,1,3
Heidi Williams,0,1,3,3,3,1
Helen Gonzalez,2,2,2,2,3,0
Helen Salinas,2,1,1,3,3,1
Henry Allen,0,2,2,1,2,3
Henry Burgess,0,3,3,1,2,3
Henry Chapman,1,2,3,2,1,2
Henry Lawrence,1,0,2,3,3,2
Henry Mann,2,0,0,2,1,0
Henry Robinson,1,0,0,3,1,0
Herbert Estrada,2,3,1,3,2,3
Herbert Powell,0,3,3,1,3,2
Holly Anderson,0,0,1,3,3,0
Holly Andrews DDS,1,3,2,1,3,2
Holly Eaton,3,3,1,1,0,2
Holly Garcia,2,3,3,2,0,1
Holly Hamilton,0,1,3,3,3,0
Holly Howard,1,0,0,0,2,3
Holly Pham,1,2,1,3,2,1
Holly Smith,5,3,3,3,4,3
Holly Thomas,0,2,2,0,1,0
Howard Howard,2,3,2,0,1,3
Howard Lopez,0,3,2,2,0,0
Howard Wheeler,3,0,2,0,0,1
Hunter Harris,3,0,1,3,0,0
Hunter James,0,1,2,2,3,0
Hunter Warren,3,2,0,0,3,3
Ian Carney,0,2,1,3,3,0
Ian Garcia,0,1,3,1,1,0
Ian Garrison,2,2,0,2,3,3
Ian Gordon,3,0,1,2,1,3
Ian Johnson,3,0,2,0,3,3
Ian Jones,1,2,3,3,2,1
Ian Moore,2,3,1,1,0,3
Ian Robinson,1,3,2,0,2,3
Ian Schneider,0,2,0,0,3,0
Ian Sloan,3,1,3,0,3,3
Ian Turner,1,1,1,0,1,3
Isaac Evans,2,3,0,3,0,0
Isaac Gibson,3,3,3,1,0,1
Isabel Miller,3,3,2,3,1,3
Isaiah Bradford,1,2,0,2,3,2
Isaiah Holder,0,0,1,0,0,2
Isaiah Mendez,3,1,1,1,2,0
Isaiah Richards,1,3,2,3,0,1
Isaiah Watkins,3,2,2,0,0,0
Ivan Jones,1,2,1,1,3,1
Jack Castillo,3,2,2,2,1,2
Jack Evans,3,0,3,2,0,1
Jack Gonzalez,1,2,1,2,2,2
Jack Grant,3,0,3,1,3,3
Jack Herman,3,2,3,1,3,3
Jack Johnson,3,0,2,1,2,3
Jack Nelson,1,0,2,1,1,0
Jack Phillips,3,3,0,3,0,2
Jack Strong,2,3,1,3,0,3
Jackie Johnson,0,2,2,0,3,0
Jackie Rodriguez,1,1,2,1,2,3
Jackson Davis,1,2,0,2,3,3
Jackson Frye,0,0,3,1,0,1
Jackson Johnson,3,1,3,2,0,2
Jackson Lane,1,0,2,2,3,0
Jackson Ray,1,3,0,1,3,2
Jackson Roberts,2,2,0,0,3,0
Jackson Schwartz,1,1,1,2,1,3
Jackson Smith Jr.,2,2,2,1,0,0
Jacob Anderson,1,2,2,0,1,1
Jacob Bailey,3,1,3,0,3,2
Jacob Bowers,3,3,2,1,2,0
Jacob Brown,0,1,1,1,1,0
Jacob Chavez,1,1,2,1,0,3
Jacob Cooper,1,2,0,2,2,2
Jacob Estrada,2,1,0,0,0,0
Jacob Farmer,0,2,2,1,3,3
Jacob Ferguson,2,1,0,0,2,0
Jacob Figueroa,1,3,2,3,1,2
Jacob Hernandez,2,0,1,1,2,2
Jacob Herrera,0,1,3,1,0,1
Jacob Hobbs,3,3,0,3,2,1
Jacob Holmes,3,1,2,2,3,0
Jacob Jennings,1,3,3,0,3,3
Jacob Key,0,3,3,1,0,0
Jacob Leonard,2,3,1,1,1,3
Jacob Mack,1,3,0,3,0,2
Jacob Martinez,1,0,3,2,3,1
Jacob Mccullough,2,2,1,1,2,1
Jacob Miller,0,1,0,2,2,3
Jacob Oneal,1,3,1,0,0,1
Jacob Phillips,2,3,3,0,2,3
Jacob Reed,3,0,3,0,2,0
Jacob Reynolds,1,1,0,0,2,0
Jacob Rodriguez,1,3,1,3,1,3
Jacob Romero,1,3,2,0,3,2
Jacob Shah,1,1,2,2,0,1
Jacob Sharp,1,0,2,2,1,1
Jacob Terry,0,1,0,3,1,2
Jacob Thompson,1,3,1,1,2,0
Jacob Travis,1,3,0,3,0,0
Jacob Wiley,1,1,2,2,1,2
Jacob Woods,3,3,2,3,2,2
Jacqueline Andrews,0,1,2,0,2,2
Jacqueline Brown,0,3,2,0,3,2
Jacqueline Christian,3,1,3,0,3,0
Jacqueline Clark,3,2,4,4,2,5
Jacqueline Davis,4,3,4,3,3,4
Jacqueline Griffith,1,2,3,0,2,0
Jacqueline Guzman,1,0,3,3,2,2
Jacqueline Higgins,1,3,1,1,3,1
Jacqueline Holt,2,2,2,0,3,0
Jacqueline Hudson,0,3,0,1,2,0
Jacqueline Jones,3,0,2,3,3,0
Jacqueline Knight,0,0,2,0,1,1
Jacqueline Lee,1,0,0,0,0,1
Jacqueline Malone,2,2,1,1,0,3
Jacqueline Murphy,3,2,2,1,3,3
Jacqueline Myers,2,0,3,2,2,1
Jacqueline Rodgers,2,0,1,1,2,3
Jacqueline Schneider,3,3,2,2,1,0
Jacqueline Scott,6,3,4,3,4,1
Jacqueline Smith,6,1,4,7,3,7
Jacqueline Taylor,3,0,2,3,0,2
Jacqueline Thomas,2,1,0,2,2,1
Jacqueline Warren,3,3,0,2,1,0
Jacqueline Waters,0,1,2,1,3,1
Jacqueline Williams,4,5,3,3,2,7
Jacqueline Wu,2,3,1,3,2,2
Jade Mcfarland,1,0,0,1,0,1
Jaime Alexander,0,0,1,3,1,0
Jaime Cobb,1,0,3,1,0,1
Jaime Cooper,0,1,0,3,0,3
Jaime Davis,3,3,1,3,2,2
Jaime Guzman,3,2,2,3,3,3
Jaime Hogan,2,1,0,2,2,0
Jaime Jacobson,1,3,3,0,0,0
Jaime Middleton,0,2,2,3,1,0
Jake Chan,2,2,3,0,1,3
Jake Sutton,2,3,1,3,3,3
James Allen,3,2,3,3,1,2
James Alvarez,1,2,1,3,3,0
James Austin,1,3,3,0,1,0
James Barber,1,1,3,0,0,3
James Blake,2,1,3,2,2,2
James Blankenship,3,3,0,2,3,0
James Bridges,3,3,3,3,1,1
James Briggs,1,0,3,3,3,3
James Brown,3,3,6,3,0,3
James Carter,1,2,2,0,2,2
James Chavez,1,1,2,3,2,2
James Christian,2,3,3,1,1,2
James Collier,3,2,2,0,1,2
James Collins,4,1,4,0,3,3
James Conner,1,0,0,1,3,0
James Contreras,3,1,1,3,2,3
James Cook,0,0,0,1,2,0
James Cooper,1,3,1,1,3,3
James Crosby,2,3,0,1,0,3
James Dean,0,1,0,0,2,3
James Decker,1,0,0,0,2,1
James Delgado,3,2,1,2,1,0
James Ferguson,2,1,0,3,3,3
James Fernandez,2,1,3,0,1,0
James Figueroa,3,0,1,3,3,3
James Gallegos,1,0,0,3,1,2
James Garcia,3,5,2,5,5,3
James Gomez,3,2,1,2,0,2
James Gonzales,1,0,0,1,0,0
James Gordon,3,3,0,1,2,1
James Greene,3,3,0,2,3,2
James Hall,1,1,2,2,0,2
James Hamilton,3,3,0,1,1,0
James Hansen,0,1,3,3,0,3
James Harmon,3,1,0,2,0,3
James Harris,6,7,7,4,3,1
James Henderson,1,2,0,0,3,1
